tweet,label
i just broke the present i was going to give my daughter for her bday ,0
@ddlovato I'm stuck at work and was reassured by your post. I work at the library ,4
"@Sherryon yes, i think i like it. i'll let you know later. ",4
"This is Prank Wars Ep 7 http://tinyurl.com/au8p9o have seen Ep 6, might just go and look up Ep 1-5 !!! He He He ",4
Misssss me ,0
missing @a_fio  lmao!!,0
@Sarha you would be amazed at how many US fans have told us that! ,4
"it's a nice day out, and i am @ work. ",0
"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!",0
"@Chrysanthemum Oh, no! That's got to be disappointing. Maybe Little Wicket will decide to come on &quot;his&quot; own today! ",4
Stuck on my own at work super stressed. I wish i was somewhere else ,0
@BlakeFox nope - but I did manage to scoop up some tickets for the first weekend at the IMAX - wish you and drew could join us ,4
@meglud well I am! I probably am the luckiest girl I've ever met!  haha,4
just got back from the movies! i need to go to allisons but she wont call me ,0
almost time for a ride. Q: will i get it done and stay dry? A: No. cos my shoes are still sopping from yesterday. boo. ,0
"eating pancakes, yum ",4
Omg house what did I ever do to you   ,0
@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx,0
Shakey's was so much fun but like always good times come to an end ,0
My xbox360 died! I have no stress relief  How depressing... and in the middle of moving to a new apartment! UGH! Someone cheer me up.,0
Annoying place. 4pm and half the hawker's closed. I want otah! ,0
Has done his good deed for the day and doled out 3 dA subbies. Check out the contest entries and winners here  http://tinyurl.com/co4k2b,4
borrrred out my mind ,0
haha NEW WORD!!! &quot;shick&quot; {pronunced - sh- i- k} ,4
@i_reporter answer sent in dm. try it ,4
its a beautiful day. guess where i am.... at the big 2...all day. ,0
@aliiza252 DUH! of course you will!  and if you don't look fabulous - hm that won't happen so whatever ^^,4
"@electra126 Uh, blame global warming for that ? ",0
"being sick really sucks!  Especailly since this is like the 4th time this winter...(ok its spring, but you'd never know!)",0
@ciltwitt tu fais des excuses maintenant  ?,4
@AsiaSadeAzante hey Mama! U still at the studio?? Woke up in the mid of the nite ,0
@bo0omstick thanks for singing to me  last night... ur a rock star in my book!!! ,4
@wenchpixie Thanks hun ,4
@benher It wasn't a very good advice ,0
"@wickedtrue Boo no work.   in unrelated news can you get your highly-paid roommate to contact me?  I sent an email last week, no response.",0
Grrrr.. Its only tuesday... ,0
is sad coz alison's leaving england to france tonight ,0
"@TechCrunch Mike, you gotta see this!  Women are competing to be your date   http://bit.ly/lw4VQ",4
"@sassyshannon Nah, 34. ;)    I am just playing. Promise! ",4
is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever ,0
watching peter pan while doing college work  i've just found my cat hidden behind the chair. god knows how long he's been there!,4
"I was gonna go dig up some stumps yesterday, then it snowed! after a month of 50 degree temps, it's back to 30s and snow! ",0
Im sorry  Brian :p,0
@SP_MediaSiren surely it's only ginger who's pregnant..... ,4
@HeatherShorter Glad to hear you're feeling less punk - the negative connotation variety ;) - today. ,4
my persuasion speech writing went better than I thought. I might be able to blog once I get back from this speaker's lab help session ,4
@BooksByTara LOL that is too funny.  He didn't do so well with BBall at 2.5 years old but that was 6 months ago so we will see ,4
"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",0
"@Oscar_BP  feel better, I'll make sure ur game is there for when u get home!",0
"G'AH, workin' on a Sunday ",0
"Ugh my life is ruined, Andy Roddick is now married  hahhaa",0
http://twitpic.com/3l3m2 - My Bruised Arm ,0
"@mojojuju , walk, stumble, curse your way outside, down the driveway, past the chicken coup, keep going, almost there. Outhouse... ",0
Too bad everyday can't be a Follow Friday...what are we supposed to do on Saturdays?  ,0
"@inka_one basketball is on the bottom of the totem pole when it comes to sports for me... but yeah, good tough win. cavs tho ",0
"FML, actually just F the school part. I guess this means I won't get to go out tomorrow. ",0
@strickenlament and @bextasy - I want the Amanda Palmer book too... was going to suggest we go thirds on it but I can't even afford that. ,0
I'm ready for my close-up but I MIGHT  settle for 15 minutes of fame ,4
@Mindwater I like a coke now and then;  but the flavored ones suck. If I want a flavor in my coke it will be Rum with a slice of lime. ,4
@BillohBill I know that would be so sad ,0
"Wants a unibody 17inch MacBook Pro, but can't really justify it considering my current one is no slouch ",0
@jarango sounds more like a land giveaway ,4
Gonna go to school in about 40min ,0
Ok I found the motivation to clean...let's see if I can do this in 2 hours! It feels like its gonna b a GREAT day!!! ,4
woo cubs are 1-0!  ,4
@xpectopatronum .... I'll bring fruit tarts!!!! ,4
"Apparently I was wrong, you cannot do it St. Louis ",0
@KaciMaureen holy laundry woman! ,4
Salmon is only good in nigiri sushi. What a disgusting way to find out. ,0
animal kingdom and the studios today... Without Sam. She's on her way home. ,0
"@Linzking Fantastic news, hoping for a successful time next season! ",4
gooooodmorning twitter! gotta get started on my HOMEWORK thts due on Monday  No Bueno!,0
@MichellePen immensely!! Started playing with new sites as I didn't want to mess up Easter one - paranoid moi? ,0
"@JessicaHamby Minx, I bet you have not watched Harry Potter either? Another movie night maybe? ",4
@SeanMalarkey I feel like you but have to finish it ,0
@DavidBlue someone spoiled it for me last week ,0
"Was a &quot;ranger&quot; for a day, sporting red hair in support of my sports day team, who came 2nd. Heading to the pub for teacher's EOT dinner ",4
- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this ,4
is about to go fishing with Chloe! ,4
@ringworm I wanna chill ,0
@notthewinner uuuuuuuugh bb *holds* ,0
"Ugh coffee please! Being at work at 6.45 is not good for my brain, it is now officialy melting ",0
"@vickie_allport not usually, but when you have a really old car it happens a lot i think ",4
"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache ",0
"@saffrontaylor Thanks for the follow up, my beautiful British friend. ",4
@nick_carter Where's my shout out?? I told you the Pooh JOKE!  ,0
Watching hockey playoffs ,4
aww i feel well sorry for teri ,0
"2 hour break from work then no twitter for 5 hours, boss has put a ban on phones ",0
@helenthornber I dunno but I used to get fruitsalads and blackjacks from the post office...we never got applejacks tho ,0
@babyvtec geez it's so late for you!! Good luck at work tomorrow  I am soooo knackered too. Love you!,0
@nando1993 whoa ! lol u crazy !  glad u kicked it tho had sum  fun ,4
@DaRealBelinda  okay...i guess i can do that,0
"... still employed, no trouble there      it's other stuff that's not as sweet",4
@marpagan what happened? ,0
can someone please go p/u @ingridmusic? she got left at the airport ,0
might i add im 21....... ,4
Google AppEngine doesn't support JAXB or RESTEasy Client (no Sockets allowed).  No Service Bus on the Cloud ,0
The coffee is good this morning! ,4
"@SweetLisi Maybe!  I've got a paper to work on, so maybe I'll try that while I'm awake. I'm having trouble trying to sleep still.",4
"@NitaJoy Sure, how do you take it?  I have herbal, regular PG Tips and Twinings...",4
i'm not finding it interesting.logging in to see only status updates? boring ,0
can't work out whether I have hayfever or a cold. It will result in a red nose and a bad temper either way ,0
"@cmille19 You're welcome, of course!  Just thought you might not know about the  @PoshCode bot.",4
"Fellow Philip Glass lovers, have you seen  this? (+ he's in concert @ Miami U next Wed but I'm  speaking somewhere   http://bit.ly/9BdqX",0
is bored at work.. ,0
Westminster? I think so  just passed regents park,4
Disneyland with the family today - finally renewing my annual pass! ,4
@Staxx09 Congratulations!!! Ive been following that movie...it looks like a very good production...I look forward 2 seeing it  Good luck!,4
@feh1325 Next you'll be using glue stick as chapstick ,4
i just got home from a long day at work and i don't have my computer again to help me get to sleep ,0
I thank God for coffee ,4
waiting for clients to arrive for workshops. So looking forward to this. ,4
@indigoluver Thought I was the only one ,4
So the weather officially got worse it is now snowing here ,0
"Watched the Doctor Who Easter Special this morning. Loved it, but not looking forward to Tennant's departure.  And yes, Ms. Ryan: HOT!",0
Got to go iron - Dave has work 2moro  Will be back in like an hour....,0
looking to see what everyone else is doing.  ,4
has to work an overnight shift and has no idea how I 'm  gonna manage. ,0
I have more fun taunting you at 9 am ,4
"@thatgiirl you have to listen to this, you won't regret:  http://tinyurl.com/killthelights",4
i knocked out last night as if i got hit by a bus. super bummed i ddnt see @xCarlosx. ,0
I forgot how cute Easter could be...dying eggs with the kiddies all day ,4
I feel worn out and it's only Tuesday ,0
"@AlainaFrederick that link took me to a Lesson, no giveaway ",4
@vedrangulin agreed ,4
Couldn't come to Mimos party had to finish projects ,0
"Hi, guys, my new video is up! Be sure you watch it in HD  http://tinyurl.com/cz5334",4
Thinking of all the people in Italy and their families ,0
Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j,0
@Megs12321 Terribly! I was considering doing it today but.....my laptops bust!   I CANT LIVE WITHOUT IT!!!! Love you lots freak x x x x x,0
Admiring my first sunburn of '09. ,4
i am talking to my bestie about the jonas brothers and how inspiring they are ,4
"@ianmack First season yes, descended into creepy teen boy humour in season 2  Still &lt;3 Mulder/Moody though.",0
I cant get on CMT to vote for the CMT AWARDS ,0
also welcoming new followers! Don't be strangers ,4
"@cc_starr Congrats, mate  You almost got the song right too!",4
Using twitter for the first time....i know....i know....it was about time to do it! ,4
@ doc appt #2 before our trip to suprise my baby boy 4 parents wknd. Wishing it did not have 2 be Easter wknd. I'm gonna miss out @ FRC ,0
bummed that I forgot to go to Wal-Mart this morning at 5am on my way to work to get the new RF CD! UG! Guess I'll go on my way home ,0
@Streetsdiciple me too ,0
the computers might be operational but there still isn't much to do ,0
"i'm icing the knee i fell on.  it hurts like hell.  didn't the entire night, until now.  ugh.  FUCK.  owwwww.  ",0
@likealatte 4hours boom boom  http://www.4hoursmusic.com,4
"@craigeryowens: Is the contest over?? I just got a camera today, do I still have time? ",0
"i fainted in the hospital !! i did not scared just think it was so funny, cuz many ppl surrounding me, busy&amp; nervous, me? so peaceful!!!! ",4
" i've lost five followers, cause i don't update enough... well not recently",0
Long. Live. Life ,4
